,tripId,deadline,inputs,action,reward
647,46,8,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 8, 'waypoint': 'left', 'left': None}",left,12.0
648,47,25,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': 'left'}",forward,2.0
649,47,24,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 24, 'waypoint': 'forward', 'left': None}",forward,2.0
650,47,23,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 23, 'waypoint': 'forward', 'left': None}",forward,2.0
651,47,22,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 22, 'waypoint': 'left', 'left': None}",left,2.0
652,47,21,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 21, 'waypoint': 'forward', 'left': None}",,0.0
653,47,20,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 20, 'waypoint': 'forward', 'left': None}",forward,12.0
654,48,35,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 35, 'waypoint': 'left', 'left': None}",,0.0
655,48,34,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 34, 'waypoint': 'left', 'left': None}",,0.0
656,48,33,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 33, 'waypoint': 'left', 'left': None}",,0.0
657,48,32,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 32, 'waypoint': 'left', 'left': None}",left,2.0
658,48,31,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 31, 'waypoint': 'forward', 'left': None}",,0.0
659,48,30,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 30, 'waypoint': 'forward', 'left': None}",forward,2.0
660,48,29,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 29, 'waypoint': 'forward', 'left': None}",forward,2.0
661,48,28,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 28, 'waypoint': 'right', 'left': None}",right,2.0
662,48,27,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 27, 'waypoint': 'forward', 'left': None}",forward,2.0
663,48,26,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 26, 'waypoint': 'forward', 'left': None}",forward,2.0
664,48,25,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': None}",forward,12.0
665,49,40,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 40, 'waypoint': 'left', 'left': None}",,0.0
666,49,39,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 39, 'waypoint': 'left', 'left': None}",,0.0
667,49,38,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 38, 'waypoint': 'left', 'left': None}",,0.0
668,49,37,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 37, 'waypoint': 'left', 'left': None}",,0.0
669,49,36,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 36, 'waypoint': 'left', 'left': None}",left,2.0
670,49,35,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 35, 'waypoint': 'forward', 'left': None}",forward,2.0
671,49,34,"{'right': 'right', 'light': 'green', 'oncoming': None, 'deadline': 34, 'waypoint': 'forward', 'left': None}",forward,2.0
672,49,33,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 33, 'waypoint': 'forward', 'left': None}",forward,2.0
673,49,32,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 32, 'waypoint': 'left', 'left': None}",,0.0
674,49,31,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 31, 'waypoint': 'left', 'left': None}",,0.0
675,49,30,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 30, 'waypoint': 'left', 'left': None}",left,2.0
676,49,29,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 29, 'waypoint': 'forward', 'left': None}",,0.0
677,49,28,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 28, 'waypoint': 'forward', 'left': None}",forward,2.0
678,49,27,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 27, 'waypoint': 'forward', 'left': None}",,0.0
679,49,26,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 26, 'waypoint': 'forward', 'left': None}",,0.0
680,49,25,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': None}",,0.0
681,49,24,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 24, 'waypoint': 'forward', 'left': None}",forward,2.0
682,49,23,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 23, 'waypoint': 'forward', 'left': None}",,0.0
683,49,22,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 22, 'waypoint': 'forward', 'left': None}",,0.0
684,49,21,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 21, 'waypoint': 'forward', 'left': None}",,0.0
685,49,20,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 20, 'waypoint': 'forward', 'left': None}",forward,12.0
686,50,30,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 30, 'waypoint': 'forward', 'left': None}",,0.0
687,50,29,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 29, 'waypoint': 'forward', 'left': None}",,0.0
688,50,28,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 28, 'waypoint': 'forward', 'left': None}",,0.0
689,50,27,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 27, 'waypoint': 'forward', 'left': None}",,0.0
690,50,26,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 26, 'waypoint': 'forward', 'left': None}",forward,2.0
691,50,25,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': None}",forward,2.0
692,50,24,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 24, 'waypoint': 'forward', 'left': None}",,0.0
693,50,23,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 23, 'waypoint': 'forward', 'left': None}",,0.0
694,50,22,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 22, 'waypoint': 'forward', 'left': None}",,0.0
695,50,21,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 21, 'waypoint': 'forward', 'left': None}",,0.0
696,50,20,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 20, 'waypoint': 'forward', 'left': None}",forward,2.0
697,50,19,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 19, 'waypoint': 'forward', 'left': None}",forward,2.0
698,50,18,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 18, 'waypoint': 'forward', 'left': None}",,0.0
699,50,17,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 17, 'waypoint': 'forward', 'left': None}",,0.0
700,50,16,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 16, 'waypoint': 'forward', 'left': None}",,0.0
701,50,15,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 15, 'waypoint': 'forward', 'left': None}",forward,2.0
702,50,14,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 14, 'waypoint': 'forward', 'left': None}",,0.0
703,50,13,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 13, 'waypoint': 'forward', 'left': None}",,0.0
704,50,12,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 12, 'waypoint': 'forward', 'left': None}",forward,12.0
705,51,20,"{'right': None, 'light': 'red', 'oncoming': 'left', 'deadline': 20, 'waypoint': 'forward', 'left': None}",,0.0
706,51,19,"{'right': None, 'light': 'red', 'oncoming': 'left', 'deadline': 19, 'waypoint': 'forward', 'left': None}",,0.0
707,51,18,"{'right': None, 'light': 'red', 'oncoming': 'left', 'deadline': 18, 'waypoint': 'forward', 'left': None}",,0.0
708,51,17,"{'right': None, 'light': 'red', 'oncoming': 'left', 'deadline': 17, 'waypoint': 'forward', 'left': None}",,0.0
709,51,16,"{'right': None, 'light': 'red', 'oncoming': 'left', 'deadline': 16, 'waypoint': 'forward', 'left': None}",,0.0
710,51,15,"{'right': None, 'light': 'green', 'oncoming': 'left', 'deadline': 15, 'waypoint': 'forward', 'left': None}",forward,2.0
711,51,14,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 14, 'waypoint': 'forward', 'left': None}",forward,2.0
712,51,13,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 13, 'waypoint': 'left', 'left': None}",left,2.0
713,51,12,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 12, 'waypoint': 'forward', 'left': None}",forward,12.0
714,52,35,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 35, 'waypoint': 'right', 'left': None}",right,2.0
715,52,34,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 34, 'waypoint': 'right', 'left': None}",right,2.0
716,52,33,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 33, 'waypoint': 'forward', 'left': None}",,0.0
717,52,32,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 32, 'waypoint': 'forward', 'left': None}",,0.0
718,52,31,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 31, 'waypoint': 'forward', 'left': None}",,0.0
719,52,30,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 30, 'waypoint': 'forward', 'left': None}",forward,2.0
720,52,29,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 29, 'waypoint': 'forward', 'left': None}",,0.0
721,52,28,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 28, 'waypoint': 'forward', 'left': None}",,0.0
722,52,27,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 27, 'waypoint': 'forward', 'left': None}",,0.0
723,52,26,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 26, 'waypoint': 'forward', 'left': None}",,0.0
724,52,25,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': None}",forward,2.0
725,52,24,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 24, 'waypoint': 'forward', 'left': None}",forward,2.0
726,52,23,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 23, 'waypoint': 'left', 'left': None}",left,2.0
727,52,22,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 22, 'waypoint': 'forward', 'left': None}",forward,12.0
728,53,40,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 40, 'waypoint': 'right', 'left': None}",right,2.0
729,53,39,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 39, 'waypoint': 'right', 'left': None}",right,2.0
730,53,38,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 38, 'waypoint': 'forward', 'left': None}",forward,2.0
731,53,37,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 37, 'waypoint': 'forward', 'left': None}",,0.0
732,53,36,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 36, 'waypoint': 'forward', 'left': None}",,0.0
733,53,35,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 35, 'waypoint': 'forward', 'left': None}",,0.0
734,53,34,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 34, 'waypoint': 'forward', 'left': None}",forward,2.0
735,53,33,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 33, 'waypoint': 'forward', 'left': None}",forward,2.0
736,53,32,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 32, 'waypoint': 'forward', 'left': None}",forward,2.0
737,53,31,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 31, 'waypoint': 'right', 'left': None}",right,2.0
738,53,30,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 30, 'waypoint': 'forward', 'left': None}",forward,2.0
739,53,29,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 29, 'waypoint': 'forward', 'left': None}",,0.0
740,53,28,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 28, 'waypoint': 'forward', 'left': None}",,0.0
741,53,27,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 27, 'waypoint': 'forward', 'left': None}",,0.0
742,53,26,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 26, 'waypoint': 'forward', 'left': None}",,0.0
743,53,25,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': None}",forward,2.0
744,53,24,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 24, 'waypoint': 'forward', 'left': None}",forward,12.0
745,54,25,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 25, 'waypoint': 'left', 'left': None}",left,2.0
746,54,24,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 24, 'waypoint': 'forward', 'left': None}",,0.0
747,54,23,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 23, 'waypoint': 'forward', 'left': None}",,0.0
748,54,22,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 22, 'waypoint': 'forward', 'left': None}",,0.0
749,54,21,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 21, 'waypoint': 'forward', 'left': None}",,0.0
750,54,20,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 20, 'waypoint': 'forward', 'left': None}",forward,2.0
751,54,19,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 19, 'waypoint': 'forward', 'left': None}",forward,2.0
752,54,18,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 18, 'waypoint': 'right', 'left': None}",right,2.0
753,54,17,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 17, 'waypoint': 'forward', 'left': None}",,0.0
754,54,16,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 16, 'waypoint': 'forward', 'left': None}",,0.0
755,54,15,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 15, 'waypoint': 'forward', 'left': None}",forward,12.0
756,55,45,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 45, 'waypoint': 'right', 'left': None}",right,2.0
757,55,44,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 44, 'waypoint': 'forward', 'left': None}",forward,2.0
758,55,43,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 43, 'waypoint': 'forward', 'left': None}",,0.0
759,55,42,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 42, 'waypoint': 'forward', 'left': None}",,0.0
760,55,41,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 41, 'waypoint': 'forward', 'left': None}",,0.0
761,55,40,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 40, 'waypoint': 'forward', 'left': None}",forward,2.0
762,55,39,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 39, 'waypoint': 'forward', 'left': None}",forward,2.0
763,55,38,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 38, 'waypoint': 'forward', 'left': None}",forward,2.0
764,55,37,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 37, 'waypoint': 'forward', 'left': None}",,0.0
765,55,36,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 36, 'waypoint': 'forward', 'left': None}",,0.0
766,55,35,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 35, 'waypoint': 'forward', 'left': None}",forward,2.0
767,55,34,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 34, 'waypoint': 'forward', 'left': None}",forward,2.0
768,55,33,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 33, 'waypoint': 'right', 'left': None}",right,2.0
769,55,32,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 32, 'waypoint': 'forward', 'left': None}",,0.0
770,55,31,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 31, 'waypoint': 'forward', 'left': None}",,0.0
771,55,30,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 30, 'waypoint': 'forward', 'left': None}",forward,12.0
772,56,40,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 40, 'waypoint': 'right', 'left': None}",right,2.0
773,56,39,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 39, 'waypoint': 'forward', 'left': None}",,0.0
774,56,38,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 38, 'waypoint': 'forward', 'left': None}",,0.0
775,56,37,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 37, 'waypoint': 'forward', 'left': None}",,0.0
776,56,36,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 36, 'waypoint': 'forward', 'left': None}",,0.0
777,56,35,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 35, 'waypoint': 'forward', 'left': None}",forward,2.0
778,56,34,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 34, 'waypoint': 'forward', 'left': None}",forward,2.0
779,56,33,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 33, 'waypoint': 'forward', 'left': None}",forward,2.0
780,56,32,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 32, 'waypoint': 'forward', 'left': 'forward'}",forward,2.0
781,56,31,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 31, 'waypoint': 'right', 'left': None}",right,2.0
782,56,30,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 30, 'waypoint': 'forward', 'left': None}",,0.0
783,56,29,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 29, 'waypoint': 'forward', 'left': None}",,0.0
784,56,28,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 28, 'waypoint': 'forward', 'left': None}",forward,2.0
785,56,27,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 27, 'waypoint': 'forward', 'left': None}",,0.0
786,56,26,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 26, 'waypoint': 'forward', 'left': None}",,0.0
787,56,25,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': None}",forward,12.0
788,57,25,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 25, 'waypoint': 'right', 'left': None}",right,2.0
789,57,24,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 24, 'waypoint': 'right', 'left': None}",right,2.0
790,57,23,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 23, 'waypoint': 'forward', 'left': None}",forward,2.0
791,57,22,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 22, 'waypoint': 'forward', 'left': None}",,0.0
792,57,21,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 21, 'waypoint': 'forward', 'left': None}",forward,2.0
793,57,20,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 20, 'waypoint': 'left', 'left': None}",,0.0
794,57,19,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 19, 'waypoint': 'left', 'left': None}",,0.0
795,57,18,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 18, 'waypoint': 'left', 'left': None}",,0.0
796,57,17,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 17, 'waypoint': 'left', 'left': None}",,0.0
797,57,16,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 16, 'waypoint': 'left', 'left': None}",,0.0
798,57,15,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 15, 'waypoint': 'left', 'left': None}",left,12.0
799,58,35,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 35, 'waypoint': 'forward', 'left': None}",forward,2.0
800,58,34,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 34, 'waypoint': 'forward', 'left': None}",forward,2.0
801,58,33,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 33, 'waypoint': 'forward', 'left': None}",forward,2.0
802,58,32,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 32, 'waypoint': 'forward', 'left': None}",,0.0
803,58,31,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 31, 'waypoint': 'forward', 'left': None}",forward,2.0
804,58,30,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 30, 'waypoint': 'left', 'left': None}",,0.0
805,58,29,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 29, 'waypoint': 'left', 'left': None}",,0.0
806,58,28,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 28, 'waypoint': 'left', 'left': None}",,0.0
807,58,27,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 27, 'waypoint': 'left', 'left': None}",left,2.0
808,58,26,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 26, 'waypoint': 'forward', 'left': None}",forward,2.0
809,58,25,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 25, 'waypoint': 'forward', 'left': None}",,0.0
810,58,24,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 24, 'waypoint': 'forward', 'left': None}",,0.0
811,58,23,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 23, 'waypoint': 'forward', 'left': None}",forward,12.0
812,59,30,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 30, 'waypoint': 'forward', 'left': None}",forward,2.0
813,59,29,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 29, 'waypoint': 'forward', 'left': None}",forward,2.0
814,59,28,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 28, 'waypoint': 'forward', 'left': None}",forward,2.0
815,59,27,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 27, 'waypoint': 'forward', 'left': None}",forward,2.0
816,59,26,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 26, 'waypoint': 'left', 'left': None}",,0.0
817,59,25,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 25, 'waypoint': 'left', 'left': None}",left,2.0
818,59,24,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 24, 'waypoint': 'forward', 'left': None}",,0.0
819,59,23,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 23, 'waypoint': 'forward', 'left': None}",,0.0
820,59,22,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 22, 'waypoint': 'forward', 'left': None}",,0.0
821,59,21,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 21, 'waypoint': 'forward', 'left': None}",forward,12.0
822,60,20,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 20, 'waypoint': 'left', 'left': None}",left,2.0
823,60,19,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 19, 'waypoint': 'forward', 'left': None}",forward,2.0
824,60,18,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 18, 'waypoint': 'left', 'left': None}",,0.0
825,60,17,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 17, 'waypoint': 'left', 'left': None}",left,2.0
826,60,16,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 16, 'waypoint': 'forward', 'left': None}",forward,12.0
827,61,20,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 20, 'waypoint': 'right', 'left': None}",right,2.0
828,61,19,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 19, 'waypoint': 'left', 'left': None}",left,2.0
829,61,18,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 18, 'waypoint': 'forward', 'left': None}",forward,2.0
830,61,17,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 17, 'waypoint': 'forward', 'left': None}",forward,12.0
831,62,20,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 20, 'waypoint': 'forward', 'left': None}",forward,2.0
832,62,19,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 19, 'waypoint': 'forward', 'left': None}",forward,2.0
833,62,18,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 18, 'waypoint': 'forward', 'left': None}",forward,2.0
834,62,17,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 17, 'waypoint': 'right', 'left': None}",right,12.0
835,63,20,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 20, 'waypoint': 'right', 'left': None}",right,2.0
836,63,19,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 19, 'waypoint': 'right', 'left': None}",right,2.0
837,63,18,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 18, 'waypoint': 'left', 'left': None}",left,2.0
838,63,17,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 17, 'waypoint': 'forward', 'left': None}",,0.0
839,63,16,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 16, 'waypoint': 'forward', 'left': None}",,0.0
840,63,15,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 15, 'waypoint': 'forward', 'left': None}",,0.0
841,63,14,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 14, 'waypoint': 'forward', 'left': None}",forward,12.0
842,64,30,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 30, 'waypoint': 'right', 'left': None}",right,2.0
843,64,29,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 29, 'waypoint': 'left', 'left': None}",,0.0
844,64,28,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 28, 'waypoint': 'left', 'left': None}",,0.0
845,64,27,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 27, 'waypoint': 'left', 'left': None}",,0.0
846,64,26,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 26, 'waypoint': 'left', 'left': None}",,0.0
847,64,25,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 25, 'waypoint': 'left', 'left': None}",left,2.0
848,64,24,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 24, 'waypoint': 'forward', 'left': None}",forward,2.0
849,64,23,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 23, 'waypoint': 'forward', 'left': None}",forward,2.0
850,64,22,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 22, 'waypoint': 'forward', 'left': None}",,0.0
851,64,21,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 21, 'waypoint': 'forward', 'left': None}",,0.0
852,64,20,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 20, 'waypoint': 'forward', 'left': None}",forward,2.0
853,64,19,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 19, 'waypoint': 'forward', 'left': None}",forward,12.0
854,65,40,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 40, 'waypoint': 'right', 'left': None}",right,2.0
855,65,39,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 39, 'waypoint': 'forward', 'left': None}",forward,2.0
856,65,38,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 38, 'waypoint': 'forward', 'left': None}",,0.0
857,65,37,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 37, 'waypoint': 'forward', 'left': None}",,0.0
858,65,36,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 36, 'waypoint': 'forward', 'left': None}",,0.0
859,65,35,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 35, 'waypoint': 'forward', 'left': None}",forward,2.0
860,65,34,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 34, 'waypoint': 'forward', 'left': None}",,0.0
861,65,33,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 33, 'waypoint': 'forward', 'left': None}",,0.0
862,65,32,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 32, 'waypoint': 'forward', 'left': None}",,0.0
863,65,31,"{'right': None, 'light': 'red', 'oncoming': None, 'deadline': 31, 'waypoint': 'forward', 'left': None}",,0.0
864,65,30,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 30, 'waypoint': 'forward', 'left': None}",forward,2.0
865,65,29,"{'right': None, 'light': 'green', 'oncoming': None, 'deadline': 29, 'waypoint': 'forward', 'left': None}",forward,2.0
